Sample pc1 pc2 pc3 pc4 pc5 pc6 pc7 pc8 pc9 pc10 pc11 pc12 pc13 pc14 pc15 pc16 pc17 pc18 pc19 pc20 Population Population.2
HG03991 66.1282 23.0371 79.5214 -32.0824 0.808515 -2.56725 -2.1013 1.21741 20.7013 19.7684 -2.19585 -12.7171 3.26103 15.2872 -1.47255 -3.54496 46.9108 8.2245 -10.1482 31.016 STU SAS
HG03995 65.6924 23.6537 81.6915 -34.2263 -0.299985 -0.89304 1.13638 2.78676 18.8803 17.6551 3.13169 -10.0424 -0.201729 9.49377 -4.45884 -1.33016 8.20245 -12.7062 -0.958423 2.73494 STU SAS
HG03998 65.0346 25.9192 83.5058 -36.5856 2.10813 -3.08719 1.46084 -1.35134 29.3702 5.30939 9.02816 0.487614 -6.69513 32.8836 23.7342 -0.0658592 11.7657 20.4 18.0851 -15.8893 STU SAS
HG03999 66.0807 21.6144 82.4269 -37.9229 0.209046 -0.496711 -2.14876 -0.526591 15.6932 2.98405 6.54965 2.89416 -1.96084 2.43512 1.06067 -5.08682 5.44037 3.4438 4.67208 -2.05005 STU SAS
HG04001 69.8 20.9164 81.0318 -34.4581 -2.52407 -2.07243 0.22645 0.476107 11.0782 5.9548 2.87943 -0.235907 -7.5626 -6.56325 -1.60692 0.0414432 3.1577 1.20079 4.51494 4.79613 ITU SAS
HG04002 65.6009 25.9833 81.8129 -31.7702 -0.732801 -1.29071 -2.04206 -0.507439 5.76118 -15.6355 0.190695 4.04888 -6.87339 0.0694979 6.7296 -0.579172 4.81084 4.1504 -0.768491 -1.9492 ITU SAS
HG04003 66.9308 36.6737 66.7458 -26.4543 2.83543 2.43857 0.955964 0.739693 1.90945 -3.77209 3.91335 -2.75541 -0.383136 9.5166 3.81599 4.40684 4.97575 0.587927 0.431008 2.49849 STU SAS
HG04006 66.2796 14.8352 83.8082 -38.7468 -1.43072 -2.20224 -3.3766 -2.4623 20.3173 -4.86891 -2.83223 -1.44181 -0.949223 0.965436 -1.96562 1.22682 12.3373 7.72289 -0.560206 4.74277 STU SAS
HG04014 66.7353 18.0475 79.5705 -33.3166 -3.47003 -3.21621 -2.45452 1.31775 14.6747 4.50187 2.97194 4.1012 -4.82993 2.20243 3.58677 -4.19085 1.77035 1.24105 -0.227778 -5.26518 ITU SAS
HG04015 65.4875 23.1204 82.1262 -37.1874 0.113308 1.19545 -1.89985 3.74399 11.0989 13.6668 -2.90144 -9.97318 7.37938 6.25746 3.43687 2.22055 0.955247 -1.6205 3.15142 -7.95519 ITU SAS
HG04017 65.0744 22.8474 90.4467 -39.965 -3.49933 -1.27916 -2.32956 0.191649 12.4349 21.9993 17.3061 27.3352 -90.615 -50.7844 -19.6621 17.3348 -30.2311 0.806941 -2.69644 -5.12673 ITU SAS
HG04018 63.7911 33.2768 80.5407 -32.8039 2.73997 -4.26965 -0.692065 -1.93078 12.7198 3.34807 2.56022 -1.27889 -0.752022 10.3455 0.00547769 -2.86561 3.74666 1.16067 4.4678 -5.70402 ITU SAS
HG04019 66.4686 28.0553 79.6623 -37.3809 -0.502672 -1.98458 1.16264 -0.932697 5.67511 -7.52234 1.97148 -1.26496 -7.36473 7.70785 2.97064 0.917115 2.31026 -3.17219 -2.82999 -0.940084 ITU SAS
HG04020 65.6782 28.6442 70.9688 -30.3039 -4.19482 2.0871 -3.07858 1.74112 12.789 10.5059 1.2189 -9.43865 0.758142 4.58474 -7.05359 -3.15284 0.670143 0.71695 -0.00834394 1.5965 ITU SAS
HG04022 62.4135 25.5358 83.4556 -37.1272 -1.48187 -0.575125 0.331895 -2.07259 12.6338 -7.25576 2.90262 9.51048 -11.2126 5.96774 6.79484 1.36575 5.06469 0.451344 -1.67189 -4.72123 ITU SAS
HG04023 67.4465 18.5714 92.901 -40.6021 -0.708904 0.904025 -3.51832 0.886321 18.6111 26.9351 13.6059 28.2956 -97.7528 -54.4261 -19.8414 20.1829 -36.026 8.75469 -1.33149 -5.1432 ITU SAS
HG04025 66.0214 21.2189 92.6592 -41.7005 1.35786 -2.75328 -0.675191 -0.670309 14.8783 23.5796 13.9767 26.6755 -93.9607 -55.0505 -22.5761 18.3834 -37.4812 -0.89593 -2.57367 -4.52897 ITU SAS
HG04026 65.7648 21.4398 94.6183 -44.3708 0.127387 2.71756 -1.77787 2.05488 21.2205 25.8736 13.2433 21.7636 -96.5615 -57.2546 -22.1634 21.1814 -37.419 2.32334 -5.8902 -3.36386 ITU SAS
HG04029 65.4433 24.2781 79.8632 -32.849 -3.71602 -1.11256 0.309838 -2.28216 11.5034 -8.98175 0.410695 -5.07478 -8.50752 9.30808 6.63226 4.78035 8.74819 3.72899 2.91069 -6.36028 STU SAS
HG04033 66.5125 21.3898 83.3746 -35.6566 3.29546 2.97714 1.38514 -0.549312 10.7952 -16.1313 -1.29658 -0.453375 -5.28549 11.0221 2.3259 1.75716 8.63558 1.27421 4.8133 4.23798 STU SAS
HG04035 64.2067 25.3056 80.2282 -33.3985 0.927083 -5.6838 -1.99726 1.04994 19.2133 7.71785 0.794774 -4.12525 -5.08381 16.9587 12.5977 -4.67928 16.4539 5.90028 10.3525 -4.29112 STU SAS
HG04038 66.2764 20.2021 80.2957 -34.4222 -1.82504 -1.42721 1.9082 1.17393 11.2919 -2.09827 1.44121 -3.04666 2.05511 2.50578 5.87572 1.5254 2.13025 3.3629 5.19623 -5.13495 STU SAS
HG04039 65.1982 20.2733 81.5403 -37.5975 1.19884 -2.76239 -0.192845 2.53528 18.2395 17.8065 -0.641252 0.386839 1.39353 3.71919 3.98622 -3.00089 6.96912 2.57687 5.33849 -5.58877 STU SAS
HG04042 67.0373 23.7928 79.9117 -38.4477 4.01201 -3.87099 -0.519301 -3.03253 15.7835 -9.91217 -0.87427 3.45296 2.16516 8.04291 4.98286 -1.02888 8.95868 0.0509398 5.24727 -3.81578 STU SAS
HG04047 66.0039 21.8441 82.2329 -34.1019 -1.82555 -1.72864 0.78624 1.73751 18.9855 -0.306926 -4.30494 -2.38672 1.99132 7.9734 4.09599 -0.967856 13.5749 6.85244 -2.35219 -2.74315 STU SAS
HG04054 67.1345 20.2053 90.1806 -43.1263 0.677179 -1.18946 0.128459 1.40475 20.5495 23.0395 8.42058 24.8632 -85.8392 -55.7927 -17.8001 16.6542 -35.1499 -0.481426 -6.85881 -3.44283 ITU SAS
HG04056 65.8211 24.1174 91.8307 -41.6993 -3.15866 0.245802 1.29517 2.63209 11.0178 20.0495 15.9451 25.542 -99.9336 -56.1723 -20.167 18.7139 -35.6304 2.68087 -4.81898 -5.47929 ITU SAS
HG04059 64.8427 29.9556 79.4625 -34.3504 1.23722 -0.977742 -0.555273 1.45752 10.2189 16.728 1.34545 1.4983 -0.376727 -3.55399 2.38859 -1.63381 -1.53787 -0.573056 -2.66939 -1.50491 ITU SAS
HG04060 66.8871 36.5268 70.5459 -29.5548 0.657968 3.63702 3.86656 2.71144 4.69516 -3.53295 -0.794285 -2.81146 3.47319 8.38256 7.95815 -1.92806 -5.37565 -1.47499 0.288136 -0.0994564 ITU SAS
HG04061 66.3799 11.5527 92.0442 -41.622 -0.638845 -3.27592 0.671828 -2.28277 18.0002 6.3502 -4.31387 5.30437 -3.20923 -2.73804 12.3397 1.54466 11.9356 -3.595 -4.26039 -4.56249 ITU SAS
HG04062 64.086 11.3344 91.1963 -38.3119 3.63584 1.12825 -0.104827 -0.71025 14.4801 -11.709 -8.91211 12.0749 -3.51015 3.18816 5.61642 3.00026 9.61236 5.60113 -3.01073 2.6069 ITU SAS
HG04063 64.5424 19.7513 92.2652 -43.3637 1.74245 0.901973 -0.0178553 0.597316 8.04594 8.1177 15.2103 25.9354 -93.6757 -47.0387 -14.5445 17.2046 -25.454 4.56327 -6.24901 -1.3625 ITU SAS
HG04070 65.7168 24.8275 81.295 -33.8772 -1.34816 -1.69659 0.469091 -2.12942 11.9293 -6.53696 2.22361 9.8351 -13.4335 3.60503 4.29966 -1.7046 0.129982 -7.23668 6.88604 -8.89587 ITU SAS
HG04075 66.3176 24.5029 81.7267 -34.6709 0.52192 -2.92314 1.22357 -0.143931 17.4324 -9.83732 -3.11627 -0.659952 -4.55525 8.44922 6.61749 5.40797 12.0168 3.58643 1.99376 -0.953143 STU SAS
HG04076 65.9478 24.7187 77.1612 -36.0671 1.96925 -5.04692 -0.301547 1.6804 6.8114 -0.533513 -0.214906 -1.46822 0.0489512 1.4884 -0.514712 -0.937466 0.78512 -3.60397 5.76557 -3.02978 ITU SAS
HG04080 65.263 35.3693 70.6145 -29.407 1.6582 2.5943 1.24013 0.405035 4.07983 2.66874 0.187699 -8.34793 3.69501 8.3882 4.1372 -3.40409 5.01796 -0.599177 4.84713 4.3937 ITU SAS
HG04090 67.7393 26.7627 78.7823 -36.2218 1.43539 -3.27013 0.28807 2.17953 17.6341 12.9107 4.72624 -9.37761 0.260464 3.68998 2.61603 -1.47257 6.08414 -1.98819 -5.84835 -2.07826 ITU SAS
HG04093 66.8887 27.1934 82.4303 -35.7703 2.72604 -1.47875 0.284354 1.22303 11.3127 9.89818 -0.181255 -11.1852 0.916608 3.44957 0.528543 -1.53395 6.89025 0.0621068 -3.08933 -6.44846 ITU SAS
HG04094 65.0972 24.02 80.1496 -35.6832 0.945244 0.640307 -3.1289 2.50748 15.3674 17.4885 -2.15993 -5.5428 2.60967 0.26266 -0.821493 -5.01659 5.14057 -3.59019 1.35408 -3.21917 ITU SAS
HG04096 67.7628 23.6384 92.092 -38.95 0.604818 -2.50413 -3.15804 0.923412 15.5932 34.7605 19.9683 19.8473 -88.5348 -52.0146 -29.2141 16.8731 -38.3086 2.59499 -5.10961 -0.0598006 ITU SAS
HG04098 65.6771 26.0323 80.7511 -36.8087 -3.27508 -2.77769 0.391387 0.57363 12.7734 4.0386 3.05286 2.43627 -2.93346 3.45976 3.1362 -1.06817 6.52333 0.549747 0.759528 1.35945 ITU SAS
HG04099 66.1268 23.2877 80.688 -37.0674 -1.64124 -3.15094 0.740938 0.247379 6.36697 -9.64756 1.80857 3.65179 -0.0356846 7.77223 3.09748 -0.104878 2.9552 -0.827308 5.74569 -1.15594 STU SAS
HG04100 64.0114 19.2018 80.6288 -35.7626 2.53172 -1.44761 0.181932 -0.085616 13.847 13.7905 -0.47194 -5.07369 3.6554 4.16549 3.18991 -1.54071 8.56553 2.53427 5.06878 9.84604 STU SAS
HG04106 66.3238 25.9166 82.1432 -33.9711 0.0527539 -0.732077 -0.127165 1.28039 15.6462 -9.30623 -0.594129 6.78226 -9.97244 21.5855 4.91846 1.53302 15.0215 1.57335 5.45727 -6.81173 STU SAS
HG04107 62.9478 25.2576 83.1729 -36.7023 -3.93384 2.36413 -0.527761 -0.490667 16.4478 0.406736 -5.81045 -3.42255 4.69153 16.1657 1.95103 -3.4698 15.2493 -2.46919 3.85195 -6.71019 STU SAS
HG04118 64.878 24.8151 82.5275 -32.4092 0.719203 -3.49237 -1.09012 -2.21937 11.9279 0.822282 -0.495428 -2.05089 -5.99076 7.8108 3.6213 -0.0230978 3.32259 0.953966 0.768707 -0.832223 ITU SAS
HG04131 69.8415 7.32562 65.341 -28.201 -1.61831 2.02477 -1.23108 3.55709 5.87063 1.56309 4.41158 -4.69809 -1.15209 -3.4282 2.1857 -1.79512 -2.75324 4.24812 -1.93384 3.09727 BEB SAS
HG04134 68.8607 9.96711 66.3685 -25.8523 -1.77614 0.720289 -2.52334 0.73403 4.28138 1.50995 0.696659 0.965976 -7.24842 -9.15335 2.69521 1.00639 -2.84999 7.67929 -6.08917 3.74024 BEB SAS
HG04140 72.6001 0.673334 66.6094 -26.4915 4.09216 0.998249 -2.81426 -0.550179 12.3697 18.5516 4.99719 -1.80575 8.42776 -0.211493 -1.33252 -1.19655 0.791856 -3.96466 1.53739 0.705247 BEB SAS
HG04141 71.409 7.58574 67.1108 -28.8408 -5.2464 0.236341 -1.37897 -0.775173 7.49458 -1.96609 -2.00272 -0.897296 -8.2097 2.86789 -0.533146 0.413478 -4.30998 0.531011 -0.436675 1.40564 BEB SAS
HG04144 68.4181 20.3911 65.8802 -27.4429 1.36728 -0.940143 -1.42698 2.00851 3.05691 18.0874 0.996739 -2.75768 7.88544 0.904546 -0.752454 -3.49861 -5.41763 5.91663 -5.49844 0.215147 BEB SAS
HG04146 69.7068 8.1978 65.2902 -28.4504 -3.07528 3.41392 2.71788 -1.03672 3.90731 -7.96958 -3.29407 2.27066 -3.20089 0.146921 3.79695 -0.377301 2.73807 -3.48883 1.8037 3.82999 BEB SAS
HG04152 71.9322 6.39761 69.8242 -25.0183 -0.585052 1.42832 -2.45628 2.66288 2.93962 6.49414 5.88112 -5.97581 3.44397 3.5589 6.45509 0.861766 -2.18517 1.58646 -0.205293 4.10157 BEB SAS
HG04153 68.9605 7.87724 68.2612 -26.8366 -0.0503873 2.95294 -2.42334 -0.44757 10.9064 11.2368 1.65638 -7.26855 3.32226 -0.0838685 1.77727 -4.88571 6.29472 -3.19612 -4.90033 2.19939 BEB SAS
HG04155 68.1659 6.32297 68.0049 -29.0525 1.34987 0.231403 -0.539687 -0.00705027 11.3535 9.75612 -2.72237 -4.84666 2.89698 2.57954 2.42542 -1.22935 -5.05165 1.3614 -3.86686 4.58295 BEB SAS
HG04156 70.0351 10.4089 67.7852 -25.8307 0.118051 0.44884 -1.39937 -0.0366395 -0.203778 -1.7555 3.09275 -3.13693 0.195969 1.53591 3.73123 -2.71563 6.94125 2.66852 -0.229593 3.78453 BEB SAS
HG04158 72.1904 8.24057 66.4951 -26.546 -1.77935 1.85672 -0.895806 -0.0776102 6.55759 15.8336 -0.961524 -5.54178 4.83346 -2.34514 2.61282 -1.27718 -1.11804 -1.33807 1.13132 2.31729 BEB SAS
HG04159 69.7155 11.0105 68.0588 -28.53 -0.787643 0.611358 -1.16443 -1.76386 7.5044 -0.726506 -6.07355 -0.762945 -4.10893 -1.41549 0.597819 0.654578 1.14497 0.462039 -2.09017 0.853088 BEB SAS
HG04161 70.3709 3.93048 67.971 -29.7276 -1.99273 0.429581 0.949357 1.74004 6.38506 -13.2601 -0.682296 8.04313 3.15485 -1.66063 2.16663 -3.06686 4.2391 -0.871311 -8.42586 9.575 BEB SAS
HG04162 71.4326 1.70584 66.0329 -24.9357 -2.26546 1.15911 -1.45381 0.431365 8.794 5.40111 1.16284 2.79027 6.55118 0.544579 1.08333 -3.17753 -0.0404175 1.47511 2.30638 6.45203 BEB SAS
HG04164 67.9628 11.5838 65.9063 -24.2309 -2.19298 0.900591 -1.95961 -0.266556 1.80617 11.9252 1.62416 -1.31348 6.46304 2.40501 -1.67362 -2.65131 0.616661 1.29575 1.07484 3.10556 BEB SAS
HG04171 67.6438 8.85218 67.2124 -27.3303 -0.0604243 4.35026 -0.627082 1.71311 5.36265 -12.0858 -0.806426 5.19652 -0.665816 -4.73716 -3.42173 4.98598 -0.555216 4.72957 -1.23563 4.33311 BEB SAS
HG04173 66.6283 7.83932 68.2502 -27.0472 -5.97072 2.42327 2.85868 1.17389 4.94525 -13.8857 -11.5277 9.50103 -5.57718 1.36465 7.0064 -5.58457 4.74808 -6.11582 1.59018 1.82177 BEB SAS
HG04176 69.1257 7.75238 67.5491 -27.8805 -0.902357 5.21431 -0.402333 1.47147 9.02866 14.0078 0.908258 -3.25984 4.91064 -2.46587 1.24439 -2.79608 1.96947 3.58182 -1.67225 -1.86552 BEB SAS
HG04177 71.5098 7.87241 67.7108 -24.718 -4.45511 1.22272 -0.931029 3.2031 10.8988 12.2148 1.43763 -3.0909 5.83001 -5.35864 -8.11069 -0.330716 -4.06539 3.9621 -5.9156 -0.855103 BEB SAS
HG04180 68.8592 10.8576 68.596 -28.4011 -1.17505 -0.81909 -4.46453 -0.224414 3.98118 6.13725 4.38277 -1.42835 4.30435 -3.67027 0.356757 -2.22167 -3.05578 3.76635 -1.57116 0.948353 BEB SAS
HG04182 73.0903 8.7172 67.9226 -30.0922 -0.196285 2.88253 -0.148198 0.844595 5.83916 16.9657 3.1673 -10.4456 3.20261 -2.44514 -0.37467 0.132385 0.0842475 3.93269 2.32461 4.49312 BEB SAS
HG04183 70.7896 6.89234 66.5761 -28.9594 -0.0751235 2.7509 0.222641 -0.979582 6.42533 -5.13125 -4.31874 4.55962 -8.84369 1.91265 4.12252 -0.592837 -4.32234 3.93592 -0.663378 8.81136 BEB SAS
HG04185 66.611 18.4841 82.1476 -38.9748 2.95273 -0.943597 0.573481 2.36355 13.124 -0.177747 -2.04692 5.01393 0.504657 -2.21936 2.56095 -1.35527 2.82953 3.4286 3.07524 0.545341 BEB SAS
HG04186 69.3615 17.4673 88.1725 -41.6066 1.47 1.42057 0.403604 -1.91486 8.06545 5.98309 -3.43871 1.95002 -8.57238 -2.94217 0.723344 -0.225021 2.13732 2.12677 -2.44053 5.75262 BEB SAS
HG04188 70.9427 7.23602 66.8446 -29.0474 -5.20498 2.61673 2.37287 1.46359 2.3639 -11.0488 1.50089 6.08009 -1.24771 5.2188 2.89181 2.5815 6.41923 7.37554 4.23599 2.05327 BEB SAS
HG04189 69.1565 6.90876 68.0075 -29.3772 0.976068 2.54721 -0.153218 0.219355 7.47113 8.80415 -0.645325 -4.24893 6.61037 -2.58714 1.52211 0.453294 3.06715 -0.623283 -2.71579 3.9525 BEB SAS
HG04194 67.5507 14.3784 69.6301 -26.91 -2.64621 1.03843 3.57195 1.40483 5.72553 -18.2974 -1.50129 3.22101 2.98298 2.20492 5.45301 -5.09585 0.554261 -0.079515 0.994227 -0.376885 BEB SAS
HG04195 70.7056 7.02095 64.8235 -26.4236 -3.94294 2.60986 4.80754 -0.461686 8.5991 5.78202 0.765212 -2.41782 0.994143 -9.5076 -3.12707 -4.70482 0.341957 -3.08447 -0.31884 7.73133 BEB SAS
HG04198 64.2699 31.3366 78.751 -32.3843 -2.64533 -0.704003 1.65365 1.81604 10.0732 -4.42462 4.23444 -3.11429 -1.08662 18.9666 1.34243 -1.80785 12.7832 -5.90075 8.75311 -6.76296 ITU SAS
HG04200 63.9284 30.7869 77.2141 -31.8581 1.04382 -2.13635 0.0755139 2.01366 9.29339 -6.72068 8.51009 -3.52238 -0.734779 16.8206 0.367889 -4.52616 13.0504 1.85894 5.23897 -6.469 ITU SAS
HG04202 67.9716 24.6225 80.1434 -35.6749 0.338798 -4.24672 1.95255 2.75163 15.3155 -0.921965 -0.319157 -0.491409 -0.478713 3.02216 4.94067 -2.46374 9.80056 4.63456 2.51467 3.22507 ITU SAS
HG04206 63.5457 29.794 75.2549 -33.211 -0.630468 -3.10983 -0.859217 0.684297 12.5357 14.423 8.96898 -8.44685 -2.43835 12.0709 4.79753 -1.53063 8.42446 -1.93314 -4.9006 -8.22918 ITU SAS
HG04209 64.0487 25.1656 79.0492 -36.3868 -1.49124 -1.63732 -0.752039 -2.35367 7.56614 -10.3138 0.353075 3.99509 -1.05364 4.70514 5.47273 -2.35526 13.4366 2.25432 6.7991 -6.26364 ITU SAS
HG04210 65.2677 21.4895 81.9889 -34.5948 0.379679 2.23836 -0.307618 -1.44611 15.179 -12.4911 0.0149372 3.16181 -8.64934 6.54862 -0.515035 2.06783 15.4291 -1.41306 2.40497 -4.30052 STU SAS
HG04211 64.3165 33.3891 80.599 -37.423 2.39408 0.305185 -0.762601 1.66869 13.222 3.75782 7.68708 -9.16594 -6.37963 10.2729 -6.37167 -5.07552 6.20898 1.06288 6.21729 -1.16096 ITU SAS
HG04212 65.1312 29.5435 80.2554 -37.0712 -3.04198 -7.03715 -0.182991 3.95568 8.23934 9.74933 12.1238 -7.80113 1.70735 17.2465 2.45781 -5.21767 4.83794 4.62619 1.93404 -2.89519 ITU SAS
HG04214 66.1884 34.3709 78.8885 -31.9348 -0.112517 -5.23858 -1.58205 -1.63531 12.675 7.43495 8.12697 -16.9234 0.67245 12.6117 9.06956 1.77126 5.58093 -1.27986 3.85891 -4.24414 ITU SAS
HG04216 65.3207 24.2928 79.3955 -33.0868 -0.518732 3.04784 -0.137811 1.96903 9.56758 2.42307 0.483328 1.69236 5.76096 6.21666 4.06372 1.69889 10.5956 -2.53589 2.77097 6.19815 ITU SAS
HG04219 63.3231 28.7159 77.375 -35.3825 0.994586 -1.87096 3.45789 -3.70769 4.33378 -20.889 5.8487 6.10444 -6.19366 11.1009 4.58456 -1.50315 7.07635 -3.67015 -0.0396797 3.28227 ITU SAS
HG04222 65.1437 21.8372 84.423 -34.5407 -2.21525 -1.577 1.1363 -4.30948 1.89453 -5.99226 3.80203 -1.60875 -0.289636 0.217976 4.62897 -2.90372 2.80335 -5.05996 -0.127088 -0.96489 ITU SAS
HG04225 66.217 30.0582 79.5429 -34.4362 0.480527 -1.13362 0.0759777 0.399877 3.64325 -10.3077 6.9488 -0.634205 -14.3587 12.8917 -2.03829 -2.27701 6.54234 -2.38512 9.24212 -2.6909 ITU SAS
HG04227 67.7334 12.1171 82.6027 -32.0091 2.6397 -2.51499 -1.85071 2.16277 13.025 13.0734 2.58787 -3.85232 12.8379 5.64578 0.542223 -2.32495 3.42783 -8.52347 -0.961966 2.76169 STU SAS
HG04229 65.8524 21.3438 78.3417 -33.2922 -1.27685 1.90982 -1.42554 4.02112 15.4742 -0.751948 -3.77861 -3.25475 -5.03889 2.77952 2.0267 -2.70906 13.3444 3.38179 -2.69817 -5.05596 STU SAS
HG04235 64.4937 25.4151 78.4887 -32.1807 -0.460312 -0.088863 0.863738 -0.470423 0.764396 -11.3651 0.772482 1.47911 -1.29417 9.50018 -0.257412 -3.7839 8.54964 -4.85599 4.4149 -10.4282 ITU SAS
HG04238 67.5545 24.3595 81.1913 -34.4601 0.137193 -2.56017 1.02845 1.24335 3.77243 -3.41792 4.1254 2.31617 -6.21149 4.0619 -2.98042 2.32306 6.05567 4.18034 -0.306817 -0.489268 ITU SAS
HG04239 64.7068 21.1258 83.4041 -37.0492 2.18127 -2.40916 -1.30136 0.211634 14.0826 -5.39962 1.39314 2.61621 -4.97841 6.43289 0.37865 0.946948 5.72401 0.499084 1.38983 -1.2457 ITU SAS
NA06984 67.9318 103.729 -23.2366 36.6834 3.71479 7.40674 -0.467606 2.52976 -2.79266 0.299604 -1.95803 -15.298 -1.89075 -4.89747 -1.36877 2.99311 -1.98822 10.1771 -1.08998 13.1749 CEU EUR
NA06985 64.7746 104.27 -21.0093 34.5048 -1.74556 7.64567 3.36072 2.67983 -8.02773 -20.701 -2.31388 -16.5404 -6.08726 -3.93497 -3.89178 1.35208 3.63839 5.32174 -2.58708 4.87514 CEU EUR
NA06986 65.5953 105.142 -23.3822 36.622 -0.186062 7.09892 -1.89511 -0.336827 0.123027 -9.47957 -9.1052 -12.3217 -0.837785 -10.6078 -1.46658 -1.98155 -1.75125 10.2813 1.49253 12.5363 CEU EUR
NA06989 68.1101 101.846 -23.1103 39.343 0.632884 6.88279 1.82703 -0.13474 -1.62269 3.27569 1.03474 -16.2147 -4.34348 -7.68163 -5.19455 0.547768 -5.38553 6.87228 -6.93629 9.83104 CEU EUR
NA06994 67.5081 104.089 -24.1546 36.2381 3.73156 9.11621 -0.962594 -0.289313 -5.00679 2.48804 -1.8189 -19.3614 3.32229 -10.5734 -3.30633 4.80809 -7.51488 8.26944 -6.91098 4.75642 CEU EUR
NA07000 68.3658 102.72 -24.1068 35.284 2.08652 12.788 0.703576 -1.04483 -3.38389 -6.88151 1.26181 -12.5832 -0.509905 -7.22398 -6.087 1.77032 -0.753015 0.9784 -1.06251 7.05548 CEU EUR
NA07037 64.4857 104.325 -21.9366 35.3586 1.83139 5.07115 0.0564718 -0.683029 -4.62359 -26.8445 -2.47787 -5.62192 -8.45506 -1.82953 1.9422 0.814424 1.43446 11.4457 3.7381 6.83153 CEU EUR
NA07048 64.5747 106.133 -21.4099 39.2853 -0.350049 10.5334 2.91176 -2.05382 -2.62677 -15.6315 -0.0316115 -12.5116 -5.67025 -7.29517 -1.9703 3.46454 -3.151 3.12994 -1.68354 9.84481 CEU EUR
NA07051 67.7842 105.313 -23.6682 37.5624 1.56397 13.6108 1.65279 0.0400689 -3.40726 -28.2123 -9.00926 -10.8645 -6.56371 -1.03548 0.915933 2.17047 -3.79202 9.77328 -2.92005 13.486 CEU EUR
NA07056 66.8622 105.278 -20.8387 34.9737 2.28742 10.0252 -1.87775 -0.388312 -4.80383 -21.4607 -0.397492 -9.1124 -3.01959 -2.97842 -3.6953 2.09365 3.30686 8.2191 -1.9194 9.34869 CEU EUR
NA07347 64.4977 108.254 -24.887 36.922 3.21879 1.30015 -0.451261 1.09195 1.49515 1.85169 -0.977289 -19.445 2.46178 -8.06355 1.43544 0.215313 -2.71009 8.10588 0.609189 9.73662 CEU EUR
NA07357 68.1512 103.852 -24.3886 36.277 -0.311779 5.45849 0.0621238 2.32545 0.247211 2.03581 3.10005 -13.8081 0.426417 -8.20528 -1.47317 -0.391836 0.253344 7.8774 2.14441 4.98449 CEU EUR
NA10847 65.9053 104.608 -22.6795 35.861 1.25921 10.5425 -2.14601 1.0328 -2.1083 -8.77446 2.50408 -14.4834 -1.46812 3.9022 -2.78735 -4.07275 2.23514 9.33536 0.359747 9.83323 CEU EUR
NA10851 67.9136 104.155 -25.1223 37.1792 1.21338 12.9458 0.00868418 -1.16305 -5.61918 -6.23304 -1.15009 -11.6827 0.597957 -5.92139 -5.41965 1.88687 -6.53292 4.30877 1.09994 7.60404 CEU EUR
NA11829 68.1501 104.815 -23.989 35.7175 3.64669 16.4918 -1.54671 -1.48767 3.66406 -6.01234 -1.06029 -15.1205 -2.29253 -4.91172 -4.32489 1.20076 -4.99923 3.89181 -3.61983 15.7002 CEU EUR
NA11830 68.7188 102.62 -20.6866 35.1451 2.63114 10.7269 1.16897 1.38195 -4.29996 -14.5564 -6.96524 -8.74244 -3.99646 -8.37688 1.89673 -0.482392 -4.95134 4.99053 1.07324 7.33919 CEU EUR
NA11831 67.2976 106.397 -22.459 37.8096 2.1917 3.6448 0.680059 3.54447 -0.301647 -7.56111 -5.1519 -16.4672 2.23693 -12.9783 -0.361522 5.95381 -0.348408 5.98182 0.953342 7.06365 CEU EUR
NA11832 65.5377 104.464 -18.4629 37.9684 3.69 2.13186 -0.684026 1.24484 1.26853 -3.16764 -0.421214 -6.00086 0.226406 -7.5811 -5.03016 -0.979165 -2.41947 2.52565 8.34047 1.10585 CEU EUR
NA11840 69.1636 101.165 -23.1216 34.7275 6.02941 18.4611 1.36543 -1.9654 -1.58135 11.4165 -0.664612 -15.2964 -2.48809 -10.2063 -2.57181 -1.33992 -1.32221 4.37262 -1.7031 3.94258 CEU EUR
NA11843 67.4592 103.267 -21.8144 38.2574 -0.50389 10.9693 1.2004 -3.92639 0.122062 -18.6975 -5.65757 -5.21368 -5.74373 -5.21524 0.394508 1.99423 2.88171 8.45011 -0.416593 5.53286 CEU EUR
NA11881 66.4316 103.28 -21.6764 36.3973 2.40039 8.87764 -0.462909 4.6513 -1.41339 9.97551 6.1004 -19.2989 1.86942 -6.91039 -5.11115 2.2657 -3.27639 3.69175 -0.889867 5.22767 CEU EUR
NA11892 66.752 104.011 -19.7482 36.8317 -0.892642 8.5602 0.484283 1.30963 -1.1078 -11.2344 -0.496651 -11.0352 -6.61603 -7.4172 -1.8853 -1.05101 -0.914411 7.64357 1.18382 5.34324 CEU EUR
NA11893 69.8 102.389 -21.8492 34.0977 -0.869467 6.27226 -0.54466 1.75121 -3.81706 -22.7291 0.381318 -11.6806 -8.09189 -5.23533 -6.22334 3.15314 -3.86227 2.69817 -4.80311 6.85376 CEU EUR
NA11894 66.0215 105.935 -24.1836 38.9824 1.57687 7.58472 5.07846 0.344264 -2.0969 -2.50141 1.4134 -20.2811 4.56501 -7.36097 1.64917 0.356502 -2.38082 7.07015 -1.89856 5.19034 CEU EUR
